UFI,TAXON_ID,SCIENTIFIC_DISPLAY_NME,COMMON_NME,TAXON_TYPE,RELIABILITY,RATING_INT,RELIABILITY_TXT,REVIEW_COMMENT_TXT,SAMPLING_METHOD_DESC,SURVEY_START_DATE,LATITUDEDD_NUM,LONGITUDEDD_NUM,LAT_LONG_ACCURACYDD_INT,TOTAL_COUNT_INT,BEHAVIOUR,EXTRA_INFORMATION,RECORD_TYPE,PRIMARY_CDE,SV_RECORD_COUNT,STATE_CDE,LGA_UFI,CMA_NO,PARK_ID,SURVEY_ID,SITE_ORIGIN_STATUS_CDE,CREATION_TSP
4569367,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Pitfall with drift fence,19/JAN/1993,-37.79253,148.35795,100,1,,,Captured and released,FAUNA,9,VIC,319,10,456,711704,,16/AUG/11 12:00:00.000000000 AM
4634499,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Elliott trap,26/DEC/1990,-36.09207,147.4739,100,3,,Found dead,Captured and released,FAUNA,60,VIC,367,8,,720503,,16/AUG/11 12:00:00.000000000 AM
4634500,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,,,Elliott trap,26/DEC/1990,-36.09207,147.4739,100,13,,,Captured and released,FAUNA,60,VIC,367,8,,720503,,16/AUG/11 12:00:00.000000000 AM
4638011,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Elliott trap,15/SEP/1984,-38.39182,145.56478,140,6,,,Captured and released,FAUNA,44,VIC,304,7,289,720582,,16/AUG/11 12:00:00.000000000 AM
4638011,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Elliott trap,15/SEP/1984,-38.39182,145.56478,140,6,,,Captured and released,FAUNA,44,VIC,304,7,289,720582,,16/AUG/11 12:00:00.000000000 AM
5577451,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,,,Elliott trap Large,08/APR/2005,-37.28662,144.11748,100,1,,,Indirect evidence,FAUNA,1,VIC,329,4,3228,920611,,16/AUG/11 12:00:00.000000000 AM
5584749,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Elliott trap,11/NOV/2003,-37.20091,142.31923,100,1,,,Captured and released,FAUNA,1,VIC,362,3,3316,922880,,16/AUG/11 12:00:00.000000000 AM
5624725,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,,,Elliott trap,30/DEC/2005,-37.44999,147.76159,100,,,,Captured and released,FAUNA,60,VIC,319,10,,934608,,16/AUG/11 12:00:00.000000000 AM
5624724,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Elliott trap,30/DEC/2005,-37.44999,147.76159,100,,,,Captured and released,FAUNA,60,VIC,319,10,,934608,,16/AUG/11 12:00:00.000000000 AM
5641081,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Small hair tubes,13/NOV/2006,-38.15452,141.50084,100,1,,,Identified from hair or scats,FAUNA,3,VIC,323,3,4862,939014,,16/AUG/11 12:00:00.000000000 AM
5641085,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Small hair tubes,13/NOV/2006,-38.15038,141.51011,100,1,,,Identified from hair or scats,FAUNA,2,VIC,323,3,4862,939015,,16/AUG/11 12:00:00.000000000 AM
5641454,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Small hair tubes,26/FEB/2007,-37.90959,141.47522,100,1,,,Identified from hair or scats,FAUNA,1,VIC,323,3,3247,939219,,16/AUG/11 12:00:00.000000000 AM
5641474,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Small hair tubes,05/DEC/2005,-38.00089,141.55797,100,1,,,Identified from hair or scats,FAUNA,4,VIC,323,3,,939231,,16/AUG/11 12:00:00.000000000 AM
5641485,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Small hair tubes,05/DEC/2005,-38.0315,141.6148,100,1,,,Identified from hair or scats,FAUNA,3,VIC,323,3,,939238,,16/AUG/11 12:00:00.000000000 AM
5643217,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Small hair tubes,04/JUL/2005,-38.19747,141.72438,100,,,,Identified from hair or scats,FAUNA,3,VIC,323,3,,940195,,16/AUG/11 12:00:00.000000000 AM
5649358,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Small hair tubes,08/NOV/2005,-38.20047,141.40716,100,1,,,Identified from hair or scats,FAUNA,4,VIC,323,3,4863,942097,,16/AUG/11 12:00:00.000000000 AM
5651554,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,General observations,26/NOV/2007,-37.95021,145.41201,100,4,,,Captured and released,FAUNA,95,VIC,311,7,,942299,,16/AUG/11 12:00:00.000000000 AM
5721460,11028,Antechinus agilis,Agile Antechinus,Mammals,Confirmed,,,,Elliott trap,08/MAY/2007,-36.90544,148.08829,100,1,,,Captured and released,FAUNA,2,VIC,319,10,3319,956137,,16/AUG/11 12:00:00.000000000 AM
5734824,11028,Antechinus agilis,Agile Antechinus,Mammals,Unconfirmed,,,lacking a grid reference,Elliott trap Large,16/APR/2007,-37.28378,144.09334,100,1,,,Captured and released,FAUNA,1,VIC,329,0,,960768,,16/AUG/11 12:00:00.000000000 AM
